id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
84241,bucket is used as a hat,bucket used hat,bucket,bucket,0.68717,0.91596,0.96143,1.18877,0.8108,0.91283,-0.03827
84241,bucket is used as trash can,bucket used trash can,bucket,bucket,0.93918,1.05055,1.00097,1.08991,1.14885,1.04589,0.12984
84241,lamp is used as decoration,lamp used decoration,lamp,lamp,0.87918,0.98724,0.89163,0.82602,0.7461,0.86603,-0.02019
84244,for a leg light the dark,leg light dark,lamp,lamp,0.7746,0.90377,0.95006,1.27276,0.86772,0.95378,-0.00215
84244,filling out word puzzles,filling word puzzles,pencil,pencil,0.92199,0.91866,0.98557,0.9405,0.97541,0.94843,0.0543
84244,getting lead poisoning,getting lead poisoning,pencil,pencil,0.98585,1.02468,0.9671,1.00521,0.95362,0.98729,0.09226
84244,sharpening it,sharpening,pencil,pencil,0.69766,0.67852,0.69567,0.86692,0.71516,0.73079,-0.21454
84244,pillow fight with friends,pillow fight friends,pillow,pillow,0.67714,0.9522,1.01229,0.91196,0.91798,0.89431,-0.01905
84244,covering loud noises,covering loud noises,pillow,pillow,0.90713,1.00661,1.02039,0.97982,0.96778,0.97635,0.08189
84244,making a fort,making fort,pillow,pillow,1.04765,1.00449,0.99491,0.82397,0.95958,0.96612,0.10597
84244,feeding my dog,feeding dog,fork,fork,0.99378,0.99505,0.95289,0.93467,1.06764,0.98881,0.09593
84244,breaking a window,breaking window,baseball,baseball,1.03125,1.04484,1.05869,1.00176,1.16431,1.06017,0.17468
84244,hurting someone,hurting someone,baseball,baseball,0.88869,0.99157,1.04304,0.99414,1.12935,1.00936,0.10603
84244,fetch with dog,fetch dog,baseball,baseball,0.98266,0.97635,0.9827,0.93711,1.08381,0.99253,0.10134
84244,roll out back pain,roll back pain,baseball,baseball,0.83995,0.88853,0.97584,1.05805,0.65555,0.88358,-0.02224
84244,hold money,hold money,purse,purse,1.00665,1.07977,1.0381,1.02134,1.06764,1.0427,0.15375
84244,looking good,looking good,purse,purse,1.0041,1.03158,1.05996,0.89018,1.06176,1.00952,0.14031
84244,smoking,smoking,lighter,lighter,0.69253,0.69649,0.83381,0.99166,0.81953,0.8068,-0.13993
84244,burning fire,burning fire,lighter,lighter,1.09437,1.11397,1.01932,1.05771,1.1797,1.09301,0.2023
84244,sanitizing a needl,sanitizing needl,lighter,lighter,0.87986,0.93053,0.90702,1.06552,1.04001,0.96459,0.03431
84244,parting hair,parting hair,comb,comb,0.89073,0.92996,0.98918,0.97855,1.02041,0.96177,0.05729
84244,combing dog,combing dog,comb,comb,0.96265,1.04477,0.97161,0.99977,0.95039,0.98584,0.08974
84244,straching bacl,straching bacl,comb,comb,NA,0.93523,NA,NA,NA,0.93523,0.02441
84244,warming feet,warming feet,sock,sock,0.99353,0.93246,1.06502,1.0481,0.94171,0.99616,0.11033
84244,for a cut out hand's protection,cut hand protection,sock,sock,1.0526,0.94089,1.07857,1.05699,0.99247,1.0243,0.14421
84244,pranking someone,pranking someone,broom,broom,0.81405,1.01214,0.90116,0.96879,0.97709,0.93465,0.01218
84244,flying,flying,broom,broom,0.76418,0.89847,0.84549,0.98013,0.92272,0.8822,-0.05493
84244,being harry potter,harry potter,broom,broom,0.9745,1.00117,0.97785,1.06006,0.99782,1.00228,0.0978
84244,throwing up into it,throwing,bucket,bucket,0.71673,0.86578,0.80811,1.00929,0.80972,0.84193,-0.10528
84244,hat for dog,hat dog,bucket,bucket,1.05906,1.00792,0.98762,1.00565,1.1153,1.03511,0.14396
84244,decoration on manequin,decoration manequin,hat,hat,0.95912,0.86587,0.89681,1.00831,0.8698,0.91998,0.01292
84244,covering lice,covering lice,hat,hat,0.94636,1.05153,1.02539,0.93215,0.98951,0.98899,0.10586
84244,cutting rope,cutting rope,knife,knife,0.99684,0.86986,1.06739,1.01749,1.17973,1.02626,0.13277
84244,performing surgery,performing surgery,knife,knife,0.97653,1.04338,1.06691,0.97982,1.18972,1.05127,0.16188
84244,shaving,shaving,knife,knife,0.73802,0.77217,0.70633,0.89118,0.7354,0.76862,-0.17312
84244,smashing window,smashing window,brick,brick,0.94974,1.05867,0.97705,0.87662,1.16211,1.00484,0.11392
84244,building house,building house,brick,brick,0.84918,1.03531,0.93432,0.96233,1.11167,0.97856,0.05989
84244,sinking something in pool,sinking something pool,brick,brick,0.92236,0.90603,0.95305,1.01515,0.88474,0.93627,0.03188
84244,tower,tower,brick,brick,0.77555,0.86079,0.74771,0.79731,0.56309,0.74889,-0.16029
84244,making smelly people not smell,making smelly people smell,candle,candle,1.07934,0.99413,1.01504,0.97776,0.96205,1.00566,0.13201
84244,create romance,create romance,candle,candle,0.95369,1.12504,0.99735,1.00748,0.95166,1.00704,0.11361
84244,timer,timer,clock,clock,0.70876,0.75822,0.54301,0.84378,0.54165,0.67908,-0.27491
84244,provides time,provides time,clock,clock,0.9792,0.98315,0.95732,1.09143,1.30157,1.06253,0.13644
84244,decoration,decoration,clock,clock,0.94709,0.94556,0.89673,0.98829,0.87329,0.93019,0.02511
84244,whipping,whipping,belt,belt,0.84614,0.8912,0.88724,1.00174,0.89331,0.90393,-0.01842
84244,tying something together,tying something together,belt,belt,0.94998,0.99262,0.96746,1.0297,0.77749,0.94345,0.04903
84244,elevator,elevator,belt,belt,0.77324,0.92464,0.91713,1.01355,0.92093,0.9099,-0.01948
84249,hat,hat,bucket,bucket,0.7075,0.87591,0.74689,0.90803,0.67851,0.78337,-0.15424
84249,fishtank,fishtank,bucket,bucket,0.70773,NA,0.73993,NA,0.82455,0.7574,-0.15618
84249,purse,purse,bucket,bucket,0.73833,0.8995,0.7944,1.05353,0.77389,0.85193,-0.09825
84249,stool,stool,bucket,bucket,0.65734,0.7667,0.71479,0.85528,0.6736,0.73354,-0.20924
84249,drum,drum,bucket,bucket,0.79027,0.87584,0.81045,0.93981,0.79388,0.84205,-0.08576
84249,weapon,weapon,bucket,bucket,0.77444,0.91416,0.87065,1.11062,0.93847,0.92167,-0.02812
84249,bathtub,bathtub,bucket,bucket,0.63416,0.73197,0.61445,0.54163,0.58555,0.62155,-0.29401
84249,headband,headband,belt,belt,0.56302,0.78229,0.71939,0.92223,0.79347,0.75608,-0.21205
84249,tourniquet,tourniquet,belt,belt,0.69675,0.69935,0.78269,0.94351,0.8215,0.78876,-0.15877
84249,hairtie,hairtie,belt,belt,NA,NA,NA,NA,NA,NaN,NA
84249,musical instrument,musical instrument,comb,comb,1.09021,1.00604,1.12028,0.94996,1.02205,1.03771,0.18181
84249,toothbrush,toothbrush,comb,comb,0.69219,0.66556,0.64596,0.92689,0.68633,0.72339,-0.23657
84249,backscratcher,backscratcher,comb,comb,NA,0.9573,NA,NA,NA,0.9573,0.04533
84249,toothpick,toothpick,comb,comb,0.65067,0.72816,0.60393,1.08804,0.8037,0.7749,-0.22239
84249,mascara wand,mascara wand,comb,comb,1.01126,0.90729,1.01841,0.99892,0.98482,0.98414,0.09761
84249,baseball bat,baseball bat,lamp,lamp,1.07364,0.99381,0.94515,0.79835,1.04653,0.9715,0.10617
84249,hat,hat,lamp,lamp,0.73806,0.80012,0.84658,0.97761,0.77126,0.82673,-0.10699
84249,mannequinn,mannequinn,lamp,lamp,NA,NA,NA,NA,NA,NaN,NA
84249,plant holder,plant holder,lamp,lamp,0.96281,0.93489,1.04601,1.04717,1.05024,1.00822,0.11065
84249,microphone,microphone,broom,broom,0.88953,0.90059,0.94123,0.98443,0.80124,0.9034,0.00125
84249,cane,cane,broom,broom,0.70339,0.76325,0.72811,0.93133,0.73926,0.77307,-0.17528
84249,pegleg,pegleg,broom,broom,NA,NA,0.83583,NA,0.95735,0.89659,-0.04188
84249,hair comb,hair comb,fork,fork,0.98897,0.96334,1.06262,0.98669,1.0691,1.01414,0.12961
84249,makeup applictor,makeup applictor,fork,fork,0.90397,1.009,0.9126,0.98571,0.94863,0.95198,0.04141
84249,toothpick,toothpick,fork,fork,0.61094,0.64779,0.71409,0.98021,0.72519,0.73564,-0.23335
84249,weapon,weapon,fork,fork,0.77246,0.88417,0.90561,1.03711,0.95158,0.91019,-0.02609
84249,pin,pin,fork,fork,0.8028,0.87055,0.8279,0.96673,0.85342,0.86428,-0.06591
84249,weapon,weapon,brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.03946
84249,paperweight,paperweight,brick,brick,0.77578,0.83424,0.78682,1.03976,0.88425,0.86417,-0.08694
84249,shoe,shoe,brick,brick,0.72535,0.8978,0.74983,1.03221,0.8338,0.8478,-0.11072
84249,paperweight,paperweight,baseball,baseball,0.83694,0.94409,0.95558,0.98524,1.05178,0.95473,0.03644
84249,food,food,baseball,baseball,0.93272,0.9517,0.92555,0.99163,0.89508,0.93934,0.03532
84249,hair band,hair band,sock,sock,1.0379,1.1151,1.0583,1.05962,0.88821,1.03183,0.15391
84249,tissue,tissue,sock,sock,0.90718,0.88841,0.87388,0.98644,0.89338,0.90986,-0.00499
84249,paper towe,paper towe,sock,sock,1.05959,0.8627,1.13173,0.86568,0.92718,0.96938,0.12521
84249,bubble wrap,bubble wrap,pillow,pillow,1.00511,1.11184,1.00251,1.05843,0.94643,1.02486,0.13194
84249,weapon,weapon,pillow,pillow,0.76682,0.89788,0.91916,1.09848,0.90789,0.91805,-0.02264
84249,bucket,bucket,hat,hat,0.7075,0.87591,0.74689,0.90803,0.67851,0.78337,-0.15424
84249,purse,purse,hat,hat,0.66334,0.77493,0.81603,0.77643,0.78344,0.76283,-0.15919
84249,bookmark,bookmark,hat,hat,0.89445,0.83131,0.92833,1.08571,0.90828,0.92962,0.0068
84249,earring,earring,knife,knife,0.70572,0.85481,0.82399,1.08129,0.87056,0.86727,-0.09148
84249,spoon,spoon,knife,knife,0.68061,0.71955,0.64526,0.73409,0.58539,0.67298,-0.25765
84249,sword,sword,candle,candle,0.77005,0.83429,0.79512,0.9361,0.78436,0.82398,-0.10817
84249,baseball,baseball,candle,candle,0.87168,0.8882,0.9085,1.00382,0.98122,0.93068,0.01002
84249,paperweight,paperweight,candle,candle,0.74792,0.7861,0.6558,1.03341,0.74669,0.79398,-0.17299
84249,earrig,earrig,pencil,pencil,NA,NA,NA,NA,NA,NaN,NA
84249,hair pin,hair pin,pencil,pencil,0.966,0.90725,1.06752,1.07176,1.04707,1.01192,0.1145
84249,chopstick,chopstick,pencil,pencil,0.75645,0.70777,0.72271,NA,0.73624,0.73079,-0.17789
84249,baseball to have a catch,baseball catch,lighter,lighter,1.07634,0.97624,0.97436,1.04585,1.09573,1.0337,0.13801
84249,coaster,coaster,clock,clock,0.8796,0.9614,0.87798,1.11081,0.85805,0.93757,0.00632
84249,centerpiece,centerpiece,clock,clock,0.89883,0.94515,0.85215,1.02859,0.88958,0.92286,-8.30E-04
84249,weapon,weapon,purse,purse,0.73101,0.80493,0.88893,0.95845,0.84577,0.84582,-0.08358
84249,hamster cage,hamster cage,purse,purse,0.9675,0.97178,1.02496,0.95756,0.93101,0.97056,0.08848
84249,fishtank,fishtank,purse,purse,0.90417,NA,0.95819,NA,1.02168,0.96135,0.05639
84249,sand holder,sand holder,purse,purse,1.10449,0.96227,0.95479,0.96399,0.94923,0.98695,0.10952
84249,snowglobe,snowglobe,purse,purse,NA,NA,NA,NA,0.95042,0.95042,0.02331
84265,eat,eat,fork,fork,0.66404,0.66334,0.8645,0.83812,0.76666,0.75933,-0.16413
84265,stab,stab,fork,fork,0.68124,0.67108,0.88261,1.02783,0.96936,0.84642,-0.10687
84265,weapon,weapon,fork,fork,0.77246,0.88417,0.90561,1.03711,0.95158,0.91019,-0.02609
84265,cut,cut,fork,fork,0.78735,0.76954,0.87519,0.86043,0.83102,0.82471,-0.08669
84265,twirl pasta,twirl pasta,fork,fork,1.05273,1.15072,1.00626,1.15178,0.98061,1.06842,0.16853
84265,stir,stir,fork,fork,0.84266,0.84722,0.89133,0.96629,0.73063,0.85563,-0.05453
84265,hair,hair,comb,comb,0.55483,0.4955,0.5957,0.24522,0.60349,0.49895,-0.39428
84265,straighten,straighten,comb,comb,0.7502,0.7465,0.81239,0.99989,0.72725,0.80725,-0.13149
84265,make neat,make neat,comb,comb,0.87027,1.00968,0.94928,1.048,1.06511,0.98847,0.06534
84265,separate,separate,comb,comb,0.90921,0.95316,0.90423,0.97303,0.99969,0.94786,0.03515
84265,organize,organize,comb,comb,1.00672,0.8769,1.01111,0.95742,0.93225,0.95688,0.07632
84265,write,write,pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.21183
84265,mark,mark,pencil,pencil,0.65767,0.84981,0.83307,0.92357,0.90816,0.83446,-0.11013
84265,draw,draw,pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.23267
84265,sketch,sketch,pencil,pencil,0.51664,0.74327,0.59332,0.47024,0.53482,0.57166,-0.34954
84265,stab,stab,pencil,pencil,0.76732,0.84259,0.86454,1.0762,0.88356,0.88684,-0.05846
84265,pierce,pierce,pencil,pencil,0.83436,0.86489,0.89469,0.96065,1.00168,0.91125,-0.0117
84265,fire,fire,lighter,lighter,0.74083,0.72571,0.88513,0.99973,0.84243,0.83877,-0.09624
84265,warm,warm,lighter,lighter,0.76675,0.87335,0.81815,0.93962,0.72724,0.82502,-0.10131
84265,heat,heat,lighter,lighter,0.82913,0.86326,0.86377,0.97063,0.80169,0.8657,-0.05403
84265,burn,burn,lighter,lighter,0.68993,0.77717,0.80103,0.88104,0.75748,0.78133,-0.15203
84265,melt',melt,lighter,lighter,0.78667,0.82566,0.86677,0.88845,0.78337,0.83018,-0.08316
84265,singe,singe,lighter,lighter,0.80914,0.83829,0.76985,0.97967,1.03083,0.88556,-0.0632
84265,sleep,sleep,pillow,pillow,0.47951,0.6009,0.62713,0.41662,0.67501,0.55983,-0.36259
84265,fight,fight,pillow,pillow,0.76817,0.9114,0.91658,1.00784,0.88228,0.89725,-0.03036
84265,smother,smother,pillow,pillow,0.7023,0.53503,0.77477,0.936,0.75824,0.74127,-0.20479
84265,hit,hit,pillow,pillow,0.77407,0.86186,0.90817,1.01906,0.97565,0.90776,-0.02703
84265,relax,relax,pillow,pillow,0.68402,0.8482,0.81676,0.93425,0.80893,0.81843,-0.1219
84265,support,support,pillow,pillow,0.90308,1.00303,0.97879,0.94711,1.05006,0.97641,0.07553
84265,comfort,comfort,pillow,pillow,0.66758,0.8173,0.70915,0.85919,0.84044,0.77873,-0.17163
84265,fight,fight,pillow,pillow,0.76817,0.9114,0.91658,1.00784,0.88228,0.89725,-0.03036
84265,time,time,clock,clock,0.64911,0.76953,0.82558,0.81498,0.59082,0.73,-0.18808
84265,tick,tick,clock,clock,0.67399,0.70361,0.82217,0.84282,0.63983,0.73648,-0.18592
84265,timer,timer,clock,clock,0.70876,0.75822,0.54301,0.84378,0.54165,0.67908,-0.27491
84265,stopwatch,stopwatch,clock,clock,0.65441,0.64187,0.54901,0.96667,0.60259,0.68291,-0.29744
84265,storage,storage,purse,purse,0.88933,0.89529,0.94463,0.98647,0.9689,0.93692,0.02673
84265,fashion,fashion,purse,purse,0.76607,0.86351,0.87009,0.86512,0.92982,0.85892,-0.06008
84265,wallet,wallet,purse,purse,0.31289,0.42194,0.58573,0.73061,0.47899,0.50603,-0.47685
84265,carry items,carry items,purse,purse,1.00948,0.96729,1.04075,1.11035,1.07521,1.04062,0.13894
84265,sweep,sweep,broom,broom,0.60906,0.62111,0.791,0.8579,0.7504,0.72589,-0.21754
84265,clean,clean,broom,broom,0.73315,0.66149,0.81529,0.82019,0.82071,0.77017,-0.15238
84265,halloween costume,halloween costume,broom,broom,0.89123,0.93966,0.98314,1.01974,1.09144,0.98504,0.07101
84265,hit,hit,broom,broom,0.85502,0.92467,0.9492,0.94713,1.01714,0.93863,0.02806
84265,kill insects,kill insects,broom,broom,0.89662,0.99348,0.95176,0.94485,1.01907,0.96116,0.05717
84265,beat,beat,belt,belt,0.81933,0.84293,0.93971,1.05717,0.87356,0.90654,-0.01827
84265,hold in place,hold place,belt,belt,1.00572,0.96629,0.93029,0.92669,1.16678,0.99915,0.10025
84265,fashion,fashion,belt,belt,0.85948,0.89904,0.9873,0.87518,0.87634,0.89947,0.01103
84265,support,support,belt,belt,0.93047,1.05898,0.96441,1.01511,0.83474,0.96074,0.06344
84265,build,build,brick,brick,0.68043,0.81555,0.80979,0.70277,0.69889,0.74149,-0.16507
84265,weapon,weapon,brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.03946
84265,doorstop,doorstop,brick,brick,0.78403,0.83825,0.76155,0.88561,0.89534,0.83296,-0.10119
84265,light,light,lamp,lamp,0.45035,0.57998,0.5627,0.45727,0.58453,0.52697,-0.40974
84265,warmth,warmth,lamp,lamp,0.80721,0.91266,0.87909,0.94126,0.87175,0.88239,-0.03671
84265,heat,heat,lamp,lamp,0.77272,0.85432,0.81562,1.00976,0.76643,0.84377,-0.09353
84265,fir starter,fir starter,lamp,lamp,1.05212,1.0611,0.97191,0.99156,0.99492,1.01432,0.1284
84265,carry items,carry items,bucket,bucket,1.10051,0.98383,1.03338,1.00432,1.08699,1.04181,0.16377
84265,water,water,bucket,bucket,0.50917,0.68197,0.72468,0.58638,0.66384,0.63321,-0.29178
84265,storage,storage,bucket,bucket,0.87616,0.94692,0.85515,0.93536,0.69304,0.86133,-0.04289
84265,hat,hat,bucket,bucket,0.7075,0.87591,0.74689,0.90803,0.67851,0.78337,-0.15424
84265,footwear,footwear,bucket,bucket,0.93192,0.88631,0.96459,1.07692,0.87251,0.94645,0.0372
84265,heat,heat,candle,candle,0.75275,0.85468,0.874,0.91119,0.85402,0.84933,-0.07318
84265,light,light,candle,candle,0.48871,0.49663,0.71893,0.54539,0.67086,0.5841,-0.34162
84265,wax,wax,candle,candle,0.65058,0.72996,0.67552,0.7864,0.62872,0.69424,-0.24445
84265,fire,fire,candle,candle,0.61419,0.67637,0.76919,0.56407,0.78545,0.68185,-0.22672
84265,romantic dinner,romantic dinner,candle,candle,0.89502,1.09507,1.02958,0.98217,1.03515,1.0074,0.11035
84265,fashion,fashion,hat,hat,0.76361,0.81014,0.86962,0.66291,0.76037,0.77333,-0.112
84265,umbrella,umbrella,hat,hat,0.64535,0.72175,0.79114,0.65572,0.76017,0.71483,-0.19684
84265,keep hair neat,keep hair neat,hat,hat,0.81235,1.03711,0.94262,1.04636,0.81599,0.93089,0.01236
84265,food safety,food safety,hat,hat,1.05254,1.00829,0.97826,1.00509,1.20774,1.05038,0.15261
84265,cut,cut,knife,knife,0.57773,0.69928,0.71558,0.38785,0.62316,0.60072,-0.28899
84265,slice,slice,knife,knife,0.56978,0.64596,0.68143,0.73416,0.59183,0.64463,-0.29557
84265,weapon,weapon,knife,knife,0.52292,0.63629,0.61982,0.7188,0.55026,0.60962,-0.34154
84265,open packages,open packages,knife,knife,1.15644,0.89796,0.91239,1.013,1.17987,1.03193,0.13613
84265,hunting,hunting,knife,knife,0.76403,0.80203,0.84007,0.88613,0.71034,0.80052,-0.116
84265,warmth,warmth,sock,sock,0.81406,0.99611,0.91887,0.93535,0.98015,0.92891,0.01308
84265,fashion,fashion,sock,sock,0.72188,0.90993,0.80913,0.98156,0.98278,0.88106,-0.06962
84265,protection',protection,sock,sock,0.94325,1.04812,1.00629,1.03928,1.07281,1.02195,0.11749
84265,cleaning,cleaning,sock,sock,0.84362,0.85961,0.89864,1.01289,0.87385,0.89772,-0.02417
84265,game,game,baseball,baseball,0.51755,0.57879,0.70909,0.19889,0.48091,0.49705,-0.37091
84265,play catch,play catch,baseball,baseball,0.92884,1.05172,0.96644,1.12145,1.15332,1.04435,0.11759
84265,smash windows,smash windows,baseball,baseball,1.14166,0.96939,1.04893,1.01128,1.07125,1.0485,0.1775
84265,entertainment,entertainment,baseball,baseball,0.89515,0.87976,0.83536,0.91451,0.80349,0.86565,-0.04267
84270,light,light,lamp,lamp,0.45035,0.57998,0.5627,0.45727,0.58453,0.52697,-0.40974
84270,on to scare robbers,scare robbers,lamp,lamp,1.09492,0.91893,1.02539,0.99549,1.06029,1.019,0.14072
84270,style,style,lamp,lamp,0.85655,1.01292,0.92206,0.96103,0.93357,0.93723,0.02623
84270,3 little pigs,little pigs,brick,brick,0.93304,0.95814,1.00381,0.93863,1.15288,0.9973,0.09932
84270,projects,projects,brick,brick,0.9384,0.824,0.96694,0.77785,0.85163,0.87176,0.00302
84270,break in,break,brick,brick,0.80909,0.92735,0.97246,0.95477,0.91749,0.91623,0.00734
84270,dogh house,dogh house,brick,brick,0.65988,0.82071,0.69071,0.85592,0.63317,0.73208,-0.21137
84270,weapon,weapon,pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.03155
84270,led poisioning,led poisioning,pencil,pencil,0.92185,1.00096,1.04672,0.95768,1.028,0.99104,0.10218
84270,hair tie,hair tie,pencil,pencil,0.9312,0.97726,1.01291,1.00924,0.98108,0.98234,0.08487
84270,hair pin,hair pin,pencil,pencil,0.966,0.90725,1.06752,1.07176,1.04707,1.01192,0.1145
84270,paint,paint,bucket,bucket,0.76539,0.85687,0.80427,0.99385,0.73454,0.83098,-0.10523
84270,holds things,holds things,bucket,bucket,0.99212,1.00598,1.02265,0.95039,1.01068,0.99636,0.11446
84270,light hair on fire,light hair fire,lighter,lighter,0.77534,0.94163,0.95898,1.07651,0.77831,0.90615,-0.01784
84270,house on fire,house fire,lighter,lighter,0.94748,1.05215,0.97818,1.0273,1.1748,1.03598,0.12453
84270,crime,crime,lighter,lighter,0.88679,0.95663,0.92434,0.93796,0.88282,0.91771,0.01554
84270,weapon,weapon,lighter,lighter,0.79047,0.9135,0.83234,1.04955,0.77838,0.87285,-0.06483
84270,sword,sword,comb,comb,0.78201,0.9133,0.81349,1.00828,0.87826,0.87907,-0.06191
84270,lice finder,lice finder,comb,comb,0.85251,0.99181,1.07966,0.97218,1.1077,1.00077,0.10233
84270,gutiar,gutiar,comb,comb,NA,NA,NA,NA,NA,NaN,NA
84270,microphone,microphone,comb,comb,0.85779,0.94744,0.87868,1.03139,0.91814,0.92669,1.40E-04
84270,getting resdy,getting resdy,comb,comb,0.84729,0.96585,0.97088,1.03614,1.05357,0.97475,0.05353
84270,singer,singer,comb,comb,0.90918,0.98907,0.96724,0.85452,1.04131,0.95226,0.06279
84270,star,star,comb,comb,0.89329,0.96196,0.99226,1.01178,1.07542,0.98694,0.07662
84270,alice n wonderland,alice wonderland,clock,clock,1.00561,1.02403,0.90666,1.09363,0.9376,0.99351,0.08118
84270,beat ticker,beat ticker,clock,clock,1.00199,1.1227,0.99508,0.96905,0.91938,1.00164,0.12039
84270,weapon,weapon,fork,fork,0.77246,0.88417,0.90561,1.03711,0.95158,0.91019,-0.02609
84270,little mermaid,little mermaid,fork,fork,0.95723,1.0397,0.93664,0.9965,0.94996,0.97601,0.07446
84270,hair twirler,hair twirler,fork,fork,0.88481,1.01092,0.9963,1.03456,0.9388,0.97308,0.06662
84270,darts,darts,fork,fork,0.87368,0.77067,0.97319,1.0134,0.93535,0.91326,0.00187
84270,whip,whip,belt,belt,0.75739,0.8679,0.8938,1.0537,0.83528,0.88161,-0.05496
84270,choker,choker,belt,belt,0.75734,0.77833,0.8091,0.95321,0.87817,0.83523,-0.10396
84270,tie up,tie,belt,belt,0.59519,0.70862,0.74854,0.72733,0.77011,0.70996,-0.22421
84270,hanging,hanging,belt,belt,0.81725,0.91003,0.91259,0.92936,0.7722,0.86829,-0.03825
84270,horrible things,horrible things,belt,belt,0.93993,1.0217,1.01292,0.94839,1.10691,1.00597,0.11197
84270,break windows,break windows,baseball,baseball,1.11474,0.95627,1.10714,1.01845,1.20819,1.08096,0.20745
84270,collectable,collectable,baseball,baseball,0.7741,0.79495,0.89548,NA,0.98034,0.86122,-0.05163
84270,dog,dog,baseball,baseball,0.80245,0.90336,0.91394,1.00758,0.83186,0.89184,-0.02956
84270,butt cushion,butt cushion,pillow,pillow,1.13581,1.05163,0.98986,1.05214,0.90342,1.02657,0.15002
84270,haloween,haloween,pillow,pillow,NA,NA,NA,NA,NA,NaN,NA
84270,kmask,kmask,pillow,pillow,NA,NA,NA,NA,NA,NaN,NA
84270,weird items,weird items,purse,purse,1.04466,1.13233,0.97793,0.99193,1.12515,1.0544,0.16296
84270,theift,theift,purse,purse,NA,NA,NA,NA,NA,NaN,NA
84270,puppet,puppet,sock,sock,0.68722,0.70923,0.781,0.8895,0.61075,0.73554,-0.19593
84270,projects,projects,sock,sock,1.02563,1.0336,0.96228,0.99681,1.07048,1.01776,0.12242
84270,dog toy,dog toy,sock,sock,1.02102,0.95775,1.00948,1.04967,0.9224,0.99206,0.10247
84270,carving,carving,knife,knife,0.6306,0.54356,0.71886,0.78805,0.55677,0.64757,-0.28627
84270,weapon,weapon,knife,knife,0.52292,0.63629,0.61982,0.7188,0.55026,0.60962,-0.34154
84270,opening,opening,knife,knife,0.87621,1.00934,0.98708,1.02814,0.89806,0.95977,0.0537
84270,crime,crime,knife,knife,0.69628,0.92826,0.78849,0.93288,0.76274,0.82173,-0.1178
84270,witch,witch,broom,broom,0.66734,0.75168,0.7257,0.84108,0.74904,0.74697,-0.19499
84270,clean,clean,broom,broom,0.73315,0.66149,0.81529,0.82019,0.82071,0.77017,-0.15238
84270,horse,horse,broom,broom,0.85706,0.91685,0.83537,1.01462,0.82079,0.88894,-0.03755
84270,childhood,childhood,broom,broom,0.91914,0.98409,0.96769,0.95626,0.99393,0.96422,0.06498
84270,make believe,make believe,broom,broom,0.91128,0.98168,0.90118,0.94438,1.04062,0.95583,0.04504
84270,pony,pony,broom,broom,0.80549,0.94332,0.81273,1.08583,0.86819,0.90311,-0.04436
84270,jack o lanturn,jack lanturn,candle,candle,0.83493,1.00833,0.90856,0.97893,0.94967,0.93608,0.01724
84270,romantic,romantic,candle,candle,0.7375,0.85953,0.88639,0.98069,0.91061,0.87494,-0.05941
84270,money,money,hat,hat,0.73114,0.926,0.92578,0.99151,0.87059,0.889,-0.03892
84270,subway performances,subway performances,hat,hat,0.88279,0.98984,0.99825,1.03468,1.05638,0.99239,0.07995
84270,tip far,tip far,hat,hat,1.01531,1.06496,1.02699,1.07492,1.17408,1.07125,0.16933
84279,build a wall,build wall,brick,brick,0.97859,0.9455,1.02955,1.02584,1.11625,1.01915,0.12079
84279,kill someone,kill someone,brick,brick,0.93581,0.92065,1.06638,0.99228,1.10832,1.00469,0.11097
84279,make something sink,make something sink,brick,brick,0.84303,0.9746,0.95146,0.95764,0.94403,0.93415,0.02527
84279,eat,eat,fork,fork,0.66404,0.66334,0.8645,0.83812,0.76666,0.75933,-0.16413
84279,brush hair,brush hair,fork,fork,0.96609,1.02437,1.04995,0.94638,1.01457,1.00027,0.11976
84279,cut something,cut something,fork,fork,1.04017,1.11532,1.00828,1.03761,1.01164,1.0426,0.15444
84279,stab something,stab something,fork,fork,0.93955,1.10485,1.03549,1.04914,1.02089,1.02998,0.13135
84279,paint,paint,fork,fork,0.90905,0.95328,0.89567,1.01779,0.92434,0.94003,0.02385
84279,write,write,fork,fork,0.92823,0.97661,0.96076,1.09841,0.90739,0.97428,0.06066
84279,burn something,burn something,lighter,lighter,1.07363,1.06327,1.05384,1.02288,1.20675,1.08407,0.19849
84279,melt cheese,melt cheese,lighter,lighter,1.23598,1.06334,0.92624,1.04698,1.01982,1.05847,0.18
84279,hold up pants,hold pants,belt,belt,1.02892,1.07078,0.96648,0.98302,1.04699,1.01924,0.12835
84279,punish,punish,belt,belt,0.81622,0.94008,0.97551,1.01641,0.97266,0.94418,0.02602
84279,draw blood,draw blood,belt,belt,0.86321,1.02882,0.8944,0.98247,1.21515,0.99681,0.0662
